"";"site_id";"nature";"nom_prodcartofriches";"site_statut";"geom"
"20583";"88081_19207";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.85384651664953, 47.8832565538059)
"20584";"88304_10636";"MTE";"Friche étude Ademe 2021";"inconnu";c(6.1385527183376, 48.3088711451103)
"20585";"88426_23521";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.86537506550862, 47.8471736917808)
"20586";"88136_23407";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.44957803863654, 48.2185633985809)
"20587";"88158_3747";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.60402583314752, 48.0885209642026)
"20588";"88209_23819";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.44725246153918, 48.1961801356564)
"20589";"88160_23936";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.44102814940261, 48.1835399171247)
"20590";"88225_13007";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.40087879799694, 48.0608014151988)
"20591";"88183_11685";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(5.67453003168469, 48.3660710411009)
"20592";"88486_19349";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.71999617756898, 48.0087927606529)
"20593";"88480_23309";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.27351260125522, 48.3350737528356)
"20594";"88160_23828";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.44464273250984, 48.1743381281841)
"20595";"88148_13021";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(6.63120254003091, 47.9864755705344)
"20596";"55324_23468";"observatoire local";"EPF Grand Est";"friche sans projet";c(5.39964553193903, 49.4532764766996)
"20597";"88160_19599";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.46009412577083, 48.1895018512781)
"20598";"88160_23472";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.44516197688698, 48.1796249698986)
"20599";"89086_13885";"MTE";"Friche étude Ademe 2021";"inconnu";c(3.10880005902724, 47.8674536635599)
"20600";"88160_23732";"observatoire local";"EPF Grand Est";"friche reconvertie";c(6.43783165970269, 48.1919688442409)
"20601";"88321_24094";"observatoire local";"EPF Grand Est";"friche avec projet";c(5.68910363892987, 48.3544745016769)
"20602";"88253_12088";"MTE";"Cerema AO Ademe";"inconnu";c(6.47597870140898, 48.2010583184068)
"20603";"89003_7120";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.35185958071245, 47.8746063323205)
"20604";"88481_12984";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.39847599449893, 48.0996184323211)
"20605";"88304_23296";"observatoire local";"EPF Grand Est";"friche avec projet";c(6.13161376678582, 48.3063661949486)
"20606";"88357_23671";"observatoire local";"EPF Grand Est";"friche reconvertie";c(6.12776011079466, 48.3107908514436)
"20607";"88094_23878";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.3952325789452, 48.3123142301181)
"20608";"88114_24001";"observatoire local";"EPF Grand Est";"friche avec projet";c(5.89300968701352, 48.1804097045901)
"20609";"88160_23906";"observatoire local";"EPF Grand Est";"friche avec projet";c(6.44041428288787, 48.1829569488382)
"20610";"94081_3272";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.41093788078099, 48.798226913541)
"20611";"88355_24033";"observatoire local";"EPF Grand Est";"friche avec projet";c(6.33562420491178, 48.3410986339477)
"20612";"88105_13181";"MTE";"Friche étude Ademe 2021";"inconnu";c(5.99496026424503, 48.0353599683771)
"20613";"88246_24089";"observatoire local";"EPF Grand Est";"friche avec projet";c(6.14140916111477, 48.2626876218924)
"20614";"88081_8999";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(6.88823163756963, 47.9043301508997)
"20615";"88114_23763";"observatoire local";"EPF Grand Est";"friche sans projet";c(5.89176494978517, 48.1806104615196)
"20616";"88180_19426";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.89691323600868, 48.0618571932571)
"20617";"88321_23949";"observatoire local";"EPF Grand Est";"friche avec projet";c(5.68945095419471, 48.3558719003713)
"20618";"88304_19732";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.12875851237779, 48.301594446381)
"20619";"88426_23786";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.81746605595489, 47.8558359351955)
"20620";"88369_23898";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.74647437045646, 47.8869663193095)
"20621";"88209_10651";"MTE";"Friche étude Ademe 2021";"inconnu";c(6.4272100409932, 48.2048259009336)
"20622";"88160_20411";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.44101362169709, 48.1803910222964)
"20623";"89025_8394";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(3.90629697088582, 47.4891111997055)
"20624";"88429_13557";"MTE";"Friche étude Ademe 2021";"inconnu";c(6.60885295794066, 48.0690471811485)
"20625";"88358_19550";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.54898911066733, 48.1152027712042)
"20626";"88481_21678";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.39748869882233, 48.1002276927813)
"20627";"88116_24036";"observatoire local";"EPF Grand Est";"friche reconvertie";c(6.84139177837517, 47.9881814434969)
"20628";"88209_23889";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.4247434127469, 48.1968908784782)
"20629";"88258_6637";"MTE";"Friche étude Ademe 2021";"inconnu";c(5.78811546258632, 48.0763735973301)
"20630";"88351_19302";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.39631269848151, 47.9818654077886)
"20631";"88209_19619";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.43806134617173, 48.2073276473162)
"20632";"88516_23642";"observatoire local";"EPF Grand Est";"friche sans projet";c(5.93945776041743, 48.2045156845483)
"20633";"88351_23728";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.39964054011234, 47.9832745790642)
"20634";"88116_19252";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.83340454908676, 47.946286845362)
"20635";"88516_23567";"observatoire local";"EPF Grand Est";"friche sans projet";c(5.94511707173118, 48.2166723100696)
"20636";"88516_23869";"observatoire local";"EPF Grand Est";"friche sans projet";c(5.9465967329416, 48.2073817364316)
"20637";"88516_23901";"observatoire local";"EPF Grand Est";"friche sans projet";c(5.95298104426446, 48.2021323801861)
"20638";"88304_3846";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.13852418504791, 48.3088509484749)
"20639";"88304_19734";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.13743168409938, 48.2986442346499)
"20640";"88114_13800";"MTE";"Friche étude Ademe 2021";"inconnu";c(5.90879807869706, 48.1855857520772)
"20641";"88516_23649";"observatoire local";"EPF Grand Est";"friche sans projet";c(5.9463707506978, 48.2050375083762)
"20642";"88160_24041";"observatoire local";"EPF Grand Est";"friche avec projet";c(6.45390531188158, 48.1626094208896)
"20643";"88487_24085";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.50796497776024, 47.9392682822833)
"20644";"88158_12805";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.61283033432334, 48.0917272051931)
"20645";"88081_19213";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.8602573806727, 47.8873453864436)
"20646";"88160_21151";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.45305801100361, 48.1630784167624)
"20647";"88094_21713";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.39538822504212, 48.3123855192898)
"20648";"88321_23983";"observatoire local";"EPF Grand Est";"friche sans projet";c(5.69705183073017, 48.3497702652451)
"20649";"88148_7681";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.63156058319562, 47.9791495655778)
"20650";"88160_1944";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.43336735609443, 48.1795473589482)
"20651";"89025_8395";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(3.91531510424984, 47.4917843065791)
"20652";"88188_8549";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.77419774396557, 47.8768430914804)
"20653";"88415_23594";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.61528726234238, 48.0183017105731)
"20654";"88321_23593";"observatoire local";"EPF Grand Est";"friche avec projet";c(5.70692013678382, 48.3567070550922)
"20655";"88516_24147";"observatoire local";"EPF Grand Est";"friche sans projet";c(5.94805400933094, 48.1952112248824)
"20656";"88426_23762";"observatoire local";"EPF Grand Est";"friche avec projet";c(6.82931553414292, 47.8661894076002)
"20657";"88114_7006";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.86586092010448, 48.1893174479794)
"20658";"88160_20251";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.45269448240769, 48.1638656971208)
"20659";"88160_23357";"observatoire local";"EPF Grand Est";"friche reconvertie";c(6.45702651706562, 48.1554357053043)
"20660";"88487_4439";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.52631490947663, 47.9161329447951)
"20661";"88114_11525";"MTE";"Cerema AO Ademe";"inconnu";c(5.87987600316136, 48.190891751911)
"20662";"88310_19382";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.97300825317431, 48.0330478975299)
"20663";"88160_23575";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.46465119170757, 48.1499694467767)
"20664";"88391_23720";"observatoire local";"EPF Grand Est";"friche avec projet";c(6.79109739501119, 48.0218546899648)
"20665";"88160_23406";"observatoire local";"EPF Grand Est";"friche avec projet";c(6.46345460353102, 48.1913853460982)
"20666";"88095_23900";"observatoire local";"EPF Grand Est";"friche sans projet";c(5.8604966457039, 48.3113990608173)
"20667";"88516_24121";"observatoire local";"EPF Grand Est";"friche sans projet";c(5.93845427239455, 48.2027389157932)
"20668";"88516_23574";"observatoire local";"EPF Grand Est";"friche sans projet";c(5.93727063925057, 48.2033637096078)
"20669";"88327_13797";"MTE";"Friche étude Ademe 2021";"inconnu";c(6.36264116799936, 48.3234004437333)
"20670";"88160_19596";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.45034668625063, 48.1789295359608)
"20671";"88160_23758";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.4545808740679, 48.1507379196202)
"20672";"91687_2685";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.37162352084751, 48.6567005282988)
"20673";"88160_24103";"observatoire local";"EPF Grand Est";"friche avec projet";c(6.44487921135974, 48.1808102591243)
"20674";"88310_3939";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.94315942433712, 48.0199880439794)
"20675";"88516_23603";"observatoire local";"EPF Grand Est";"friche sans projet";c(5.96420351880428, 48.1973035665495)
"20676";"88094_11894";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.39530828921182, 48.3123557338149)
"20677";"88160_23687";"observatoire local";"EPF Grand Est";"friche avec projet";c(6.44555061221502, 48.1787139505909)
"20678";"89024_3707";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.60307524323552, 47.8212013775551)
"20679";"88429_23827";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.6011095727949, 48.0752294690444)
"20680";"88351_23995";"observatoire local";"EPF Grand Est";"friche avec projet";c(6.45875103024446, 47.9653337699343)
"20681";"88500_7705";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.86857825550244, 47.941509963172)
"20682";"88516_11535";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(5.93983645586205, 48.2040572083377)
"20683";"88099_12083";"MTE";"Cerema AO Ademe";"inconnu";c(6.43372901215279, 48.2135004133299)
"20684";"88160_19595";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.44994504765273, 48.178884757786)
"20685";"89025_4184";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.90676613843991, 47.48779712764)
"20686";"88369_23295";"observatoire local";"EPF Grand Est";"friche avec projet";c(6.73838957825318, 47.8882649364916)
"20687";"88447_23981";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.78015996294152, 47.9496288687183)
"20688";"89077_4340";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.61035299506239, 47.7581477993117)
"20689";"88160_23405";"observatoire local";"EPF Grand Est";"friche sans projet";c(6.4546108769408, 48.1785893222527)
"20690";"89439_12728";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(3.7275492386785, 47.9820045987767)
"20691";"89265_19186";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.69816376393372, 47.8732184421632)
"20692";"89067_6083";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.3318893182606, 47.9872177956601)
"20693";"91687_4129";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.36450819857522, 48.660761924738)
"20694";"89025_13526";"MTE";"Friche étude Ademe 2021";"inconnu";c(3.95833881330398, 47.494297093189)
"20695";"89392_7032";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.78899152984379, 47.5382416573258)
"20696";"89418_12726";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(3.96863585756111, 47.8600204613967)
"20697";"89024_14001";"MTE";"Friche étude Ademe 2021";"inconnu";c(3.60078002185319, 47.7834080326317)
"20698";"89059_13747";"MTE";"Friche étude Ademe 2021";"inconnu";c(3.52735347955731, 48.0438113440742)
"20699";"89024_21983";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.58422130257828, 47.7997751473962)
"20700";"91657_2727";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.43664635397924, 48.6959859495244)
"20701";"89025_18815";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.95833883174065, 47.4942971111513)
"20702";"89063_5995";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.29130651683959, 47.985970918605)
"20703";"89025_9514";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.90823962155721, 47.4826993491137)
"20704";"89268_13751";"MTE";"Friche étude Ademe 2021";"inconnu";c(3.66385465104321, 47.9465759491162)
"20705";"89206_1671";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.41204143906609, 47.9778033131832)
"20706";"89024_12724";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(3.6007800192966, 47.7834080360362)
"20707";"89067_12729";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(3.33646706852122, 47.9869187074873)
"20708";"89025_18800";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.90500171297591, 47.4832870192208)
"20709";"89418_1983";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.98537958058268, 47.84476100196)
"20710";"89235_9463";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(4.0010280444474, 47.4813645028005)
"20711";"89024_11011";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(3.6139912563369, 47.7923610064478)
"20712";"89101_6406";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(3.73590998895405, 47.9840754077728)
"20713";"89145_18760";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.82180403143458, 47.4292387636189)
"20714";"89024_11034";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(3.58862029382329, 47.8074747062517)
"20715";"89056_19337";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.47453784666447, 47.9990381617894)
"20716";"89418_13286";"MTE";"Friche étude Ademe 2021";"inconnu";c(4.02094845645827, 47.8515583650551)
"20717";"89206_19283";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.38852971790287, 47.9756150053495)
"20718";"90010_10137";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.85143173488597, 47.6215081828526)
"20719";"89031_11028";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.54146222116264, 47.905929162357)
"20720";"89024_7808";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(3.58862031470296, 47.8074746790306)
"20721";"89024_10391";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(3.57981236130442, 47.7957812628037)
"20722";"89263_11024";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(3.557388145312, 47.8492165145684)
"20723";"89206_19292";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.39177212283574, 47.9744413693173)
"20724";"89418_12725";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(3.96999944370234, 47.853764061257)
"20725";"89206_7679";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.39177212283574, 47.9744413693173)
"20726";"89439_13513";"MTE";"Friche étude Ademe 2021";"inconnu";c(3.72754926208282, 47.9820046204181)
"20727";"89253_13296";"MTE";"Friche étude Ademe 2021";"inconnu";c(3.62564252941878, 47.5654016306502)
"20728";"89024_20367";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.58817477685399, 47.8046213574349)
"20729";"89025_18793";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.90919270527049, 47.4808666320653)
"20730";"89024_21550";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.58089743420133, 47.7937723368346)
"20731";"89378_10339";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(3.96624856468622, 47.4972299789041)
"20732";"89077_19051";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.60629279401539, 47.7608424509765)
"20733";"89086_19211";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.08756193770539, 47.8859277214997)
"20734";"89362_7055";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.77505804921726, 47.5857593302031)
"20735";"92040_4203";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.2474172527411, 48.8202841510548)
"20736";"89024_11015";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(3.59119411090222, 47.8079366751189)
"20737";"90009_1660";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.92425423123356, 47.4845978092832)
"20738";"90032_7057";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.85937625253254, 47.6122135777277)
"20739";"90017_11340";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(6.93193315374622, 47.5592279853638)
"20740";"90010_18947";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.86634752861283, 47.6497767144651)
"20741";"90017_11341";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(6.9160968263633, 47.550178764124)
"20742";"90009_22127";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.92138768649311, 47.4854451589715)
"20743";"90033_12754";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(6.9908143041554, 47.5041899921666)
"20744";"90009_20864";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.91976621117491, 47.485483144386)
"20745";"90022_18880";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.8562817022867, 47.5599535750036)
"20746";"90042_18976";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.81170765515132, 47.6794541667272)
"20747";"92023_871";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.26010752037651, 48.8119542571339)
"20748";"90010_18931";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.85336631255594, 47.6235700696045)
"20749";"90033_5028";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(7.00021666108236, 47.5106041480954)
"20750";"90032_9471";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(6.86219555911837, 47.6186150147112)
"20751";"90039_18937";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.82965295767161, 47.6347762978267)
"20752";"90010_7170";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.84654515694212, 47.6340738389801)
"20753";"90010_964";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.84508083626996, 47.6572224161971)
"20754";"90009_5133";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.92019208298879, 47.4852547708184)
"20755";"90009_8409";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(6.91550211264222, 47.4936243428398)
"20756";"90010_4338";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.85659610956546, 47.6481753425919)
"20757";"90010_1059";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.84508083626996, 47.6572224161971)
"20758";"90033_7024";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.0010930655346, 47.5145459636888)
"20759";"90017_13759";"MTE";"Friche étude Ademe 2021";"inconnu";c(6.92613517501568, 47.5543655395043)
"20760";"90033_18845";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.9887360518125, 47.5130329208581)
"20761";"90010_1319";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.85973736423296, 47.6276613580049)
"20762";"90015_7053";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.8573465360993, 47.5975286643098)
"20763";"90033_14680";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.00008335455465, 47.5220292134343)
"20764";"90075_3659";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.86283197863279, 47.6566786477124)
"20765";"90008_1058";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.84722793164842, 47.6260905174986)
"20766";"91223_5759";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.16458921795232, 48.4357459749094)
"20767";"91332_7302";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.31655924542908, 48.5552760151353)
"20768";"91223_20034";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.15816732221917, 48.4537713081867)
"20769";"92078_2358";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.31620168058727, 48.9425249476127)
"20770";"91687_10432";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(2.38812992408131, 48.676372892001)
"20771";"94041_1736";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(2.40570229276364, 48.8137743969759)
"20772";"91552_10874";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.25473291913108, 48.611550670714)
"20773";"92050_5245";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.1952261370953, 48.8845945997881)
"20774";"91228_20970";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.41526158057352, 48.6331986761147)
"20775";"91228_2651";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.43567749647071, 48.6399539976387)
"20776";"91136_2820";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.2716972592053, 48.7033640656429)
"20777";"91579_4080";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.32014757292062, 48.5277897790368)
"20778";"91687_10355";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(2.36924578546182, 48.6644604110173)
"20779";"91045_16468";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.3702483171374, 48.5308573144293)
"20780";"91332_19890";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.31655924542908, 48.5552760151353)
"20781";"91471_22031";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.19028789330248, 48.7123746786985)
"20782";"91105_19936";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.17202816061179, 48.5767536772936)
"20783";"91184_19970";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.37546110402183, 48.4219445528799)
"20784";"91086_2620";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.37362480014323, 48.6305082203796)
"20785";"91174_1653";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(2.47133376125525, 48.6202681291077)
"20786";"91086_10871";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.39160293720143, 48.6323913122172)
"20787";"91471_20236";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.18479196122979, 48.7158721697096)
"20788";"91064_2998";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.22717596860377, 48.768244948431)
"20789";"91521_5977";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.40422068747264, 48.6594226903259)
"20790";"91136_12777";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(2.28791407407328, 48.7009498460529)
"20791";"92063_4209";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.18480311408714, 48.8824617599494)
"20792";"91136_22025";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.2904265334798, 48.7024292545138)
"20793";"91180_20029";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.48788636911068, 48.4547855246001)
"20794";"91103_20646";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.32186256516277, 48.6018452575462)
"20795";"91103_10851";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.29933472803133, 48.5898539756819)
"20796";"91326_4145";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.3852239712858, 48.6905701340056)
"20797";"91136_2864";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.26373275719113, 48.7057058560518)
