"";"site_id";"nature";"nom_prodcartofriches";"site_statut";"geom"
"16787";"62249_7755";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.0179707316901, 50.4084503184226)
"16788";"62473_21312";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.46418939768001, 50.6206271318744)
"16789";"62004_22151";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.78223795655114, 50.2747280985198)
"16790";"62005_2595";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77936861361668, 50.1355090056044)
"16791";"62351_7770";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.89902171417001, 50.426899472246)
"16792";"62321_4262";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.02227054487695, 50.4385891770306)
"16793";"62858_5092";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.01627713994969, 50.2279859404981)
"16794";"62290_7692";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77428341233425, 50.3272938922855)
"16795";"62400_4361";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.59285114665381, 50.4783417875161)
"16796";"62457_7799";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.54216330702157, 50.465902389192)
"16797";"62193_9622";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.85136340156961, 50.9443887148002)
"16798";"62427_12253";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.93936094398531, 50.4127893125417)
"16799";"62253_15931";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.49851890243011, 50.2067517774515)
"16800";"62193_9964";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.82078555210125, 50.9496571317428)
"16801";"62524_4735";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.82332933046658, 50.6648266865557)
"16802";"62178_11752";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.55862133863399, 50.5058417161981)
"16803";"62528_20203";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.79072218948434, 50.4575031603101)
"16804";"62413_4265";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.89218797494481, 50.4379011786982)
"16805";"62126_4459";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.66610328761584, 50.5225300702351)
"16806";"62274_4324";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.98704939940683, 50.4607595094267)
"16807";"62882_4798";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.15212553213721, 50.6817019677342)
"16808";"62119_5326";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.63932705932009, 50.5415540626181)
"16809";"62119_4451";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.64543146374704, 50.5200280975981)
"16810";"62350_5434";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.61026549216486, 50.5125645960708)
"16811";"62004_6254";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.73332202216498, 50.2678790298051)
"16812";"62042_9155";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(2.83918865041083, 50.2979301076952)
"16813";"62033_9261";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.88687290148532, 50.4583093440535)
"16814";"62119_4286";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.62421614572104, 50.5240875576685)
"16815";"62498_10044";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.80449722142211, 50.4306494357596)
"16816";"62048_11701";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.4733092017363, 50.5067445587741)
"16817";"62800_15933";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.56403353856192, 50.1523991755142)
"16818";"62736_11727";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.79672694670345, 50.662025971476)
"16819";"62443_11739";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.66689058929678, 50.4498804582944)
"16820";"62573_4358";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.90553917421005, 50.499245136942)
"16821";"62624_12247";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.00264133835749, 50.4230256489308)
"16822";"62386_4279";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.74597026915548, 50.4475374574391)
"16823";"62779_4371";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.43259351611089, 50.1225134669314)
"16824";"62497_4281";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.06281439532632, 50.4485562510843)
"16825";"62689_15959";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.68830209124288, 50.2056470924463)
"16826";"62516_4511";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.47547385142209, 50.5692164554268)
"16827";"62205_4588";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.34097733260806, 50.7224516955495)
"16828";"62268_4746";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.84451802110534, 50.6666301770553)
"16829";"62331_5032";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.83918218190588, 50.296983209171)
"16830";"62386_5604";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.74141737124614, 50.4587954872671)
"16831";"62178_6448";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(2.51917727713116, 50.4800905976617)
"16832";"62274_9517";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.98372114038292, 50.430285497169)
"16833";"62041_11153";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77175491662482, 50.284142752743)
"16834";"62041_16019";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77293716405941, 50.2871847058618)
"16835";"62765_20167";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.25203446317552, 50.7510643278237)
"16836";"62311_11746";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.89290348509029, 50.4799308412042)
"16837";"62321_1659";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.02400424419784, 50.4348067941408)
"16838";"62193_2258";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(1.86158100797162, 50.9482702201317)
"16839";"62351_4236";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.91940266195404, 50.4375358308602)
"16840";"62427_4266";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.95945445950312, 50.416990861492)
"16841";"62215_4388";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.97851699589354, 50.4877366705167)
"16842";"62034_4422";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.72078483789372, 50.5020231663911)
"16843";"62523_8231";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.8507614500227, 50.4401329284765)
"16844";"62048_4448";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.46363972771615, 50.518172748917)
"16845";"62042_5230";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.84028321372126, 50.3142073457939)
"16846";"62025_9729";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.62080264692765, 50.8134543964878)
"16847";"62528_8378";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77009680812359, 50.4475839897235)
"16848";"62193_9963";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.86997910504297, 50.9394275352455)
"16849";"62736_11731";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.77854445069658, 50.6632870249352)
"16850";"62215_4384";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.96238500923531, 50.4847553755464)
"16851";"62516_7837";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.48474521165813, 50.560378987469)
"16852";"62277_10280";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.93266731144279, 50.4043673815948)
"16853";"62413_11736";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.89081543550084, 50.4517076156185)
"16854";"62695_15987";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.36202125067081, 50.2631146730338)
"16855";"62628_4225";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.86896266391952, 50.428550863527)
"16856";"62907_13670";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.01100263598946, 50.4810282990044)
"16857";"62528_4272";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77814541193267, 50.4454754880935)
"16858";"62178_4380";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.5376088143283, 50.4809863903033)
"16859";"62178_4417";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.5772760017828, 50.498658096537)
"16860";"62563_5410";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.73745264398108, 50.4746800495739)
"16861";"62194_6327";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.48192005761792, 50.4826372395098)
"16862";"62427_7000";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.91731135870105, 50.4077761985522)
"16863";"62041_9447";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.76365838290832, 50.290475945701)
"16864";"62362_7392";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.52461180486732, 50.396344061472)
"16865";"62413_8392";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.9281953053349, 50.4569596435424)
"16866";"62776_2594";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.82773117018715, 50.1319611266162)
"16867";"62215_8402";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.93475024432448, 50.4897844681214)
"16868";"62193_8427";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.84740734273782, 50.9374522031584)
"16869";"62262_10031";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.76766870776836, 50.5186451446514)
"16870";"62826_10183";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.58418562444717, 50.5220301113261)
"16871";"62528_11726";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.81088626777051, 50.4647895727547)
"16872";"62563_11748";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.73591230715176, 50.4641097898451)
"16873";"62637_4341";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.00764929218654, 50.4729467388155)
"16874";"62846_4391";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.75190226738983, 50.4856908131213)
"16875";"62480_4424";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.68428763402437, 50.5045031707357)
"16876";"62313_4519";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.32730068987431, 50.5793024378821)
"16877";"62249_8314";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.01878768655688, 50.4095506980023)
"16878";"62119_4470";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.65639118951244, 50.5342237028432)
"16879";"62215_1092";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.97271407723549, 50.4917536651846)
"16880";"62800_4694";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.55988115644059, 50.1419628228788)
"16881";"62628_10291";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.8756830573318, 50.4214700177975)
"16882";"62712_1391";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.67167546575467, 50.2347146055315)
"16883";"62826_4308";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.58436880136711, 50.5249142650402)
"16884";"62309_11700";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.16802983968912, 50.6970031497622)
"16885";"62084_15099";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.5468856840905, 50.2499408957516)
"16886";"62178_4385";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.51985923107808, 50.4870623713282)
"16887";"62194_4415";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.50446846203033, 50.4963606540169)
"16888";"62473_4647";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.44569985781375, 50.6326377161961)
"16889";"62268_4748";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.8129685211846, 50.6692081223892)
"16890";"62019_5806";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.7138898558863, 50.4312732810838)
"16891";"62331_6333";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.84329140985815, 50.2942747889879)
"16892";"62542_8782";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.44498403034421, 50.3236844698884)
"16893";"62033_1411";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.88475327722613, 50.4576118337308)
"16894";"62065_1492";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.83235381572176, 50.4093204090563)
"16895";"62215_20932";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.9817261793649, 50.4924262041595)
"16896";"62401_11744";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.80126031300085, 50.4938224948764)
"16897";"62528_4275";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77814541193267, 50.4454754880935)
"16898";"62119_4289";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.63699659455052, 50.5245492971625)
"16899";"62065_6314";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.84685317554405, 50.418681210077)
"16900";"62351_7759";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.89001442410984, 50.4200718242338)
"16901";"62279_8279";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.71400530319055, 50.3054672144844)
"16902";"62443_8377";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.6555077750626, 50.4471430790353)
"16903";"62119_8433";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.66869220018655, 50.5368627109006)
"16904";"62516_9861";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.47874589157234, 50.5609393238825)
"16905";"62128_10215";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.93853533551505, 50.3170799047796)
"16906";"62194_11706";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.50194076765067, 50.4884314566145)
"16907";"62080_1867";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.85110290734534, 50.1029858253624)
"16908";"62413_11738";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.92819530979911, 50.456959645245)
"16909";"62351_15230";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.89902171417001, 50.426899472246)
"16910";"62181_15923";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.70811677639812, 50.1381158351429)
"16911";"62193_21336";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.86346326398864, 50.9463266960492)
"16912";"62447_22085";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.03481624520226, 50.3736694914831)
"16913";"62041_2609";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.80336668225448, 50.2844862068582)
"16914";"62215_4389";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.95240462360256, 50.488426152471)
"16915";"62040_8583";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.29756535614955, 50.7346315566367)
"16916";"62765_8599";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.256862882793, 50.7547035516834)
"16917";"62178_4429";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.57847898668485, 50.5071609148613)
"16918";"62268_5497";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.8420113449317, 50.6695110044397)
"16919";"62351_5596";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.9084381866637, 50.4263864814204)
"16920";"62443_9515";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.67010924228542, 50.456028359592)
"16921";"62139_9885";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.27356679641269, 50.7186107621804)
"16922";"62498_7774";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.80306115724453, 50.4434312515246)
"16923";"62119_10193";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.65172867799945, 50.5240136669051)
"16924";"62563_11730";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.74043796963323, 50.4664500918485)
"16925";"62413_4252";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.91125428489601, 50.4465217017548)
"16926";"62523_4267";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.86325804092868, 50.4444275337657)
"16927";"62427_8339";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.9463743688843, 50.416855247134)
"16928";"62628_8348";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.85865687734196, 50.4292021825462)
"16929";"62520_10202";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.66934172325894, 50.572098255153)
"16930";"62480_8412";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.68009501619331, 50.4992247832683)
"16931";"62193_8507";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.85305824291547, 50.938106336079)
"16932";"62865_8799";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.98119430384563, 50.3287975638175)
"16933";"62200_9739";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.74143520464484, 50.4994424125264)
"16934";"62193_20180";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.84396327968205, 50.9508901120933)
"16935";"62119_10199";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.65172867799945, 50.5240136669051)
"16936";"62276_11728";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.83850818568916, 50.5253889268966)
"16937";"62041_5800";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.78099310180947, 50.2895478730504)
"16938";"62480_11749";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.67682685357993, 50.5036156413583)
"16939";"62041_5924";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.76958121127476, 50.2963172597342)
"16940";"62386_950";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.73871344727167, 50.4618803689867)
"16941";"62528_4257";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77141035311259, 50.437996353835)
"16942";"62274_4293";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.99171693671074, 50.4520728324951)
"16943";"62270_4365";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.51627385871679, 50.4771804842734)
"16944";"62447_6514";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.03165014681013, 50.3712189776003)
"16945";"62427_7765";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.94786429235094, 50.418288508496)
"16946";"62628_8101";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.88324769338262, 50.4308375177206)
"16947";"62497_8347";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.0601113896444, 50.4267817609962)
"16948";"62193_8423";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.87428854306533, 50.9371031919042)
"16949";"62785_8898";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.56932474140469, 50.3524489289263)
"16950";"62193_9612";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.85893318097702, 50.9506942094468)
"16951";"62523_8371";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.86094444560152, 50.446702336382)
"16952";"62550_10259";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.02768469226935, 50.3729488333662)
"16953";"62172_15960";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.81276203407693, 50.2060422954658)
"16954";"62727_21034";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.59404913627903, 50.4692173394764)
"16955";"62368_2798";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.54103303843145, 50.1738909524731)
"16956";"62083_8382";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.62970427691748, 50.4521861100374)
"16957";"62249_4247";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.01341822201613, 50.4285397778539)
"16958";"62193_4625";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.85247154770123, 50.9447010699382)
"16959";"62528_4300";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.7991226499657, 50.4540467039912)
"16960";"62178_7804";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.55176694540299, 50.4821170582323)
"16961";"69290_10669";"MTE";"Friche étude Ademe 2021";"inconnu";c(4.98965760065037, 45.6833243709581)
"16962";"62765_8601";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.26205077465078, 50.7567523629009)
"16963";"62351_10312";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.90856059025485, 50.4247871515535)
"16964";"62268_11686";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(1.83404445540287, 50.66477899085)
"16965";"62765_6040";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.25231760541044, 50.7469052833986)
"16966";"62907_21741";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.01110780663381, 50.4814334763747)
"16967";"62321_4246";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.02846824687123, 50.4295487446438)
"16968";"62173_1158";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.01248541167636, 50.3336421513357)
"16969";"62400_4328";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.57131822593389, 50.4664216826431)
"16970";"62528_5381";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.77814541193267, 50.4454754880935)
"16971";"62386_5390";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.73364812182054, 50.4516915561295)
"16972";"62516_8444";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.47672586029257, 50.5663088039326)
"16973";"62309_8628";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.16802980837517, 50.6970031213507)
"16974";"62413_12803";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(2.88552990016081, 50.4352473548882)
"16975";"62215_20471";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.95067732727649, 50.491877359309)
"16976";"62427_1493";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.95063073045625, 50.4207566719941)
"16977";"62563_4330";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.73002626060679, 50.467145236384)
"16978";"62178_4368";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.52869065785161, 50.4791546339267)
"16979";"62480_4396";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.68023023675469, 50.4883863293097)
"16980";"62186_5382";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.72274112274353, 50.4496858987144)
"16981";"62516_5436";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.48531392089518, 50.5600629352738)
"16982";"62186_6135";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.73212663949507, 50.4474813154831)
"16983";"62765_8598";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.25971197301867, 50.7538065178957)
"16984";"62133_8331";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.92099947772287, 50.4089941951789)
